hhid,upm,nvivi,nhoga,dpto,area,año,fex_2022,facpob,dominio,ipcm,lnipcm,tipo_empleo,tipo_vivienda,tipo_pared,tipo_piso,tipo_techo,tipo_agua_proveedor,tipo_agua_vivienda,tipo_agua_proveedor_beber,tipo_agua_fuente_beber,tipo_banho_desague,tipo_combustible,tipo_basura,tipo_vivienda_propiedad,tipo_hogar,tiene_agua_24hrs,tiene_luz_electrica,tiene_linea_fija,tiene_celular,tiene_banho,tiene_computadora,tiene_tableta,tiene_internet,tiene_internet_cablewifi,tiene_internet_modem,tiene_radio,tiene_televisor,tiene_heladera,tiene_cocina_gas,tiene_cocina_elec,tiene_lavarropas,tiene_videoDVD,tiene_termocalefon,tiene_acondicionador_aire,tiene_antena_parabolica,tiene_tv_cable,tiene_horno_microondas,tiene_horno_electrico,tiene_auto_camion,tiene_motocicleta,tiene_seguro,jefe,jefe_edad,jefe_anios_estudio,jefe_idioma,jefe_tipo_empleo,jefe_estado_civil,jefe_tiene_seguro,nro_dormitorios,nro_trabajo,nro_5menos,nro_6a14,nro_tiene_seguro,totpers,linea_pobreza_total,linea_pobreza_extrema,pobrezai,pobnopoi,pob_total,pob_ext,ipcm_median
20498_28_1,20498,28,1,11,1,2022,154.0766,462.22983,0,2206477.2411879,14.606908,2.5,1,4,5,1,2,2,2,2,2,3,1,1,2,1,1,0,1,1,1,0,0,,,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,.33333334,76,6,1,9,1,1,3,2,0,0,3,3,816163,338225,3,0,0,0,1349961.5
20498_37_1,20498,37,1,11,1,2022,154.0766,308.1532,0,1609096.586178185,14.291183,4,1,4,4,4,2,2,2,2,3,3,1,1,3,1,1,0,,1,0,0,0,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,80,6,1,9,4,0,2,1,0,0,0,2,816163,338225,3,0,0,0,1349961.5
20498_3_1,20498,3,1,11,1,2022,154.0766,924.45966,0,842860.1165695256,13.644556,4.8000002,1,3,1,4,7,4,6,4,3,3,1,1,2,,1,0,1,1,0,0,0,,,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,.16666667,43,5,1,2,2,0,4,5,0,1,0,6,816163,338225,3,0,0,0,1349961.5
20498_41_1,20498,41,1,11,1,2022,154.0766,924.45966,0,861590.3413821816,13.666535,2,1,4,5,1,2,2,2,2,2,2,2,1,4,1,1,0,1,1,1,0,0,,,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,.5,.16666667,67,8,1,9,4,1,3,1,1,2,3,6,816163,338225,3,0,0,0,1349961.5
20498_52_1,20498,52,1,11,1,2022,154.0766,462.22983,0,4777865.171846555,15.379504,1.5,1,4,5,1,2,2,2,2,3,2,2,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,.33333334,73,12,2,9,5,0,3,2,0,0,0,3,816163,338225,3,0,0,0,1349961.5
20498_60_1,20498,60,1,11,1,2022,154.0766,1386.6895,0,367793.5054121566,12.815277,4,1,4,5,1,2,2,2,2,2,3,2,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,.11111111,56,9,3,9,3,0,4,2,3,1,0,9,816163,338225,2,1,1,0,1349961.5
20522_10_1,20522,10,1,11,1,2022,210.21466,630.64398,0,1040114.848236256,13.854841,2,1,4,5,1,3,2,3,2,2,4,2,4,2,1,1,0,1,1,0,0,0,,,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,.33333334,.33333334,24,14,2,2,1,1,1,1,1,0,1,3,816163,338225,3,0,0,0,1349961.5
20522_14_1,20522,14,1,11,1,2022,210.21466,420.42932,0,921004.9220672655,13.733221,,1,4,4,4,3,2,3,2,2,4,2,1,3,1,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,.5,58,2,1,9,5,0,1,0,0,0,0,2,816163,338225,3,0,0,0,1349961.5
20522_26_1,20522,26,1,11,1,2022,210.21466,420.42932,0,1862141.099261684,14.437238,3.5,1,4,4,1,2,2,2,2,2,4,2,1,3,1,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,.5,38,9,2,2,5,0,2,1,0,1,0,2,816163,338225,3,0,0,0,1349961.5
20522_27_1,20522,27,1,11,1,2022,210.21466,630.64398,0,838802.2969647227,13.63973,2,1,4,4,1,3,2,3,2,3,4,3,6,2,0,1,0,1,1,0,0,0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.33333334,26,9,2,2,2,0,1,1,1,0,0,3,816163,338225,3,0,0,0,1349961.5
20522_31_1,20522,31,1,11,1,2022,210.21466,630.64398,0,1103873.050298085,13.914335,3,1,4,5,4,3,2,11,7,2,2,3,1,2,0,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,.33333334,30,11,1,2,1,1,1,2,1,0,3,3,816163,338225,3,0,0,0,1349961.5
20522_39_1,20522,39,1,11,1,2022,210.21466,420.42932,0,1761484.823625918,14.381668,2,1,4,4,4,2,2,2,2,2,4,3,1,3,0,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,.5,33,13,2,2,5,1,1,1,1,0,2,2,816163,338225,3,0,0,0,1349961.5
20522_4_1,20522,4,1,11,1,2022,210.21466,420.42932,0,2315094.339622635,14.654961,2,1,4,4,1,3,2,3,2,2,4,3,1,2,1,1,0,1,1,0,0,0,,,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,.5,34,6,2,2,2,0,1,2,0,0,0,2,816163,338225,3,0,0,0,1349961.5
20522_57_1,20522,57,1,11,1,2022,210.21466,630.64398,0,1461559.61744599,14.195015,3.5,1,4,4,4,3,2,3,2,2,4,1,1,4,0,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,.33333334,56,6,1,3,2,0,1,2,1,0,0,3,816163,338225,3,0,0,0,1349961.5
20522_66_1,20522,66,1,11,1,2022,210.21466,210.21466,0,1884285.479901553,14.449059,4,1,4,1,4,3,1,3,1,3,3,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,69,4,1,4,5,0,1,1,0,0,0,1,816163,338225,3,0,0,0,1349961.5
20522_74_1,20522,74,1,11,1,2022,210.21466,420.42932,0,3019688.269073001,14.920664,2,1,4,5,1,3,2,3,2,2,2,3,1,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,.5,30,12,2,2,1,1,1,2,0,0,2,2,816163,338225,3,0,0,0,1349961.5
20522_76_1,20522,76,1,11,1,2022,210.21466,420.42932,0,2757981.952420008,14.830009,2,1,4,5,1,2,2,2,2,2,4,3,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,.5,29,12,2,2,1,1,2,2,0,0,2,2,816163,338225,3,0,0,0,1349961.5
20546_13_1,20546,13,1,11,1,2022,149.9115,449.7345,0,1727346.767422328,14.362097,2,1,4,5,1,1,2,1,2,3,2,3,1,3,1,1,0,1,1,1,0,0,,,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,.33333334,52,10,2,2,5,0,2,2,0,0,0,3,816163,338225,3,0,0,0,1349961.5
20546_18_1,20546,18,1,11,1,2022,149.9115,449.7345,0,1373635.600335847,14.132972,2.5,1,4,4,4,7,4,6,4,3,2,2,4,2,,1,0,1,1,0,0,0,,,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,.33333334,26,12,2,3,2,0,1,2,1,0,0,3,816163,338225,3,0,0,0,1349961.5
20546_2_1,20546,2,1,11,1,2022,149.9115,299.823,0,3064924.433249359,14.935534,3,1,4,5,1,2,2,2,2,2,2,2,1,4,1,1,0,0,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,.5,71,4,2,4,3,0,2,2,0,0,0,2,816163,338225,3,0,0,0,1349961.5
20546_34_1,20546,34,1,11,1,2022,149.9115,599.646,0,2281952.141057926,14.640542,4,1,4,5,1,2,2,11,7,2,2,2,1,3,0,1,0,1,1,1,0,0,,,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,.25,.25,48,9,2,4,2,0,2,3,0,1,1,4,816163,338225,3,0,0,0,1349961.5
20546_36_1,20546,36,1,11,1,2022,149.9115,599.646,0,462206.9164567574,13.043768,4,1,2,4,4,2,5,2,5,3,3,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,.25,42,6,1,4,2,0,1,1,1,1,0,4,816163,338225,2,1,1,0,1349961.5
20546_3_1,20546,3,1,11,1,2022,149.9115,149.9115,0,7005541.561712821,15.762212,1,1,4,5,1,4,2,4,2,2,2,3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,34,17,3,1,5,0,1,1,0,0,0,1,816163,338225,3,0,0,0,1349961.5
20546_40_1,20546,40,1,11,1,2022,149.9115,599.646,0,2390357.745591931,14.686954,2,1,4,5,1,4,2,4,2,2,2,3,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,.25,48,9,1,2,1,1,3,2,0,0,4,4,816163,338225,3,0,0,0,1349961.5
20546_41_1,20546,41,1,11,1,2022,149.9115,749.5575,0,2884634.760705279,14.874908,2.5,1,4,5,1,2,2,11,7,2,2,2,1,2,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,.2,42,15,3,1,1,1,4,2,1,2,5,5,816163,338225,3,0,0,0,1349961.5
20546_44_1,20546,44,1,11,1,2022,149.9115,1199.292,0,1255722.093830607,14.043221,2.6666667,1,4,5,1,4,2,4,2,,4,1,1,4,0,1,0,1,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,.125,41,4,2,9,3,0,4,3,2,1,0,8,816163,338225,3,0,0,0,1349961.5
20546_48_1,20546,48,1,11,1,2022,149.9115,299.823,0,1302352.841309819,14.079683,2,1,4,5,1,2,2,2,2,3,4,2,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,.5,.5,41,16,3,2,5,1,2,1,0,0,1,2,816163,338225,3,0,0,0,1349961.5
20546_50_1,20546,50,1,11,1,2022,149.9115,1499.115,0,1122947.103274555,13.931467,2.8,1,4,5,1,4,2,4,2,2,2,3,1,4,1,1,0,1,1,0,0,0,,,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,.1,48,12,2,4,1,0,4,5,2,1,0,10,816163,338225,3,0,0,0,1349961.5
20546_7_1,20546,7,1,11,1,2022,149.9115,299.823,0,1581372.572628038,14.273804,2,1,4,4,1,2,2,2,2,3,2,2,1,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,.5,.5,31,12,3,2,2,1,2,1,0,0,1,2,816163,338225,3,0,0,0,1349961.5
20574_20_1,20574,20,1,11,6,2022,325.125,975.375,6,2295303.913405496,14.646376,6,1,4,5,4,2,2,2,2,2,2,2,1,3,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,.33333334,36,9,1,6,1,1,3,1,1,0,3,3,589563,308878,3,0,0,0,1349961.5
20574_46_1,20574,46,1,11,6,2022,325.125,1625.625,6,673538.8842631142,13.420301,2,1,4,4,1,2,2,2,2,2,3,2,1,4,1,1,0,1,1,1,0,0,,,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,.2,46,6,1,2,1,0,3,1,0,1,0,5,589563,308878,3,0,0,0,1349961.5
20574_48_1,20574,48,1,11,6,2022,325.125,975.375,6,1021648.626144879,13.836928,2,1,4,4,1,2,2,2,2,3,2,2,1,2,1,1,0,1,1,0,0,0,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,.33333334,55,6,2,9,1,0,2,1,0,0,0,3,589563,308878,3,0,0,0,1349961.5
20574_49_1,20574,49,1,11,6,2022,325.125,1300.5,6,1890049.958368027,14.452114,3.6666667,1,4,4,4,2,2,2,2,2,2,4,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,.25,43,9,1,4,2,0,2,3,0,1,0,4,589563,308878,3,0,0,0,1349961.5
20574_56_1,20574,56,1,11,6,2022,325.125,2275.875,6,1358853.485190913,14.122152,3.1666667,1,4,3,1,2,2,2,2,2,3,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,.42857143,.14285715,66,4,1,4,1,1,5,6,0,0,3,7,589563,308878,3,0,0,0,1349961.5
20574_59_1,20574,59,1,11,6,2022,325.125,1950.75,6,437606.1615320567,12.989075,2,1,4,4,4,2,1,2,1,2,1,4,1,2,0,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,.5,.16666667,52,6,1,2,2,1,3,1,1,1,3,6,589563,308878,2,1,1,0,1349961.5
20574_60_1,20574,60,1,11,6,2022,325.125,650.25,6,2503039.134054955,14.733016,2,1,4,5,1,2,2,2,2,3,2,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,.5,26,13,2,2,2,1,1,2,0,0,2,2,589563,308878,3,0,0,0,1349961.5
20574_8_1,20574,8,1,11,6,2022,325.125,1625.625,6,1777668.60949209,14.390813,3.5,1,4,4,1,2,2,2,2,3,4,2,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,.2,55,8,3,6,4,0,2,4,1,0,0,5,589563,308878,3,0,0,0,1349961.5
2059_13_1,2059,13,1,0,1,2022,409.29324,818.58649,0,2793130.539887174,14.842673,,2,4,5,6,1,2,1,2,1,4,2,4,3,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,.5,.5,67,18,3,9,4,1,1,0,0,0,1,2,816163,338225,3,0,0,0,1349961.5
2059_18_1,2059,18,1,0,1,2022,409.29324,409.29324,0,5932312.651087804,15.595924,1,2,4,5,6,1,2,1,2,1,4,2,4,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,37,16,3,1,5,1,1,1,0,0,1,1,816163,338225,3,0,0,0,1349961.5
2059_30_1,2059,30,1,0,1,2022,409.29324,818.58649,0,4589557.257310127,15.339294,2,1,4,5,1,1,2,11,7,2,2,2,1,3,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,.5,76,12,3,9,4,1,3,1,0,0,2,2,816163,338225,3,0,0,0,1349961.5
2059_39_1,2059,39,1,0,1,2022,409.29324,818.58649,0,11370265.91458496,16.246511,3,2,4,5,6,1,2,1,2,1,4,2,4,3,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,.5,62,16,3,2,1,1,2,2,0,0,2,2,816163,338225,3,0,0,0,1349961.5
2059_50_1,2059,50,1,0,1,2022,409.29324,409.29324,0,2307282.666154146,14.651581,2,2,4,5,6,1,2,11,7,1,4,2,4,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,25,16,3,2,5,1,2,1,0,0,1,1,816163,338225,3,0,0,0,1349961.5
2059_53_1,2059,53,1,0,1,2022,409.29324,2046.4663,0,2369542.855443915,14.678207,2,1,4,5,1,1,2,11,7,1,2,2,4,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,.2,47,12,3,2,1,1,4,2,0,2,5,5,816163,338225,3,0,0,0,1349961.5
20616_12_1,20616,12,1,11,1,2022,123.50756,617.53778,0,374887.589957447,12.834381,6,1,4,4,1,4,2,4,2,2,4,2,2,2,1,1,0,1,1,0,0,0,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,.2,47,7,1,9,1,0,2,1,1,0,0,5,816163,338225,2,1,1,0,1349961.5
20616_16_1,20616,16,1,11,1,2022,123.50756,247.01512,0,2618470.212765959,14.778101,2.5,1,4,5,1,4,2,4,2,3,4,1,1,4,1,1,0,1,1,0,0,0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.5,69,6,2,2,5,0,2,2,0,0,0,2,816163,338225,3,0,0,0,1349961.5
20616_1_1,20616,1,1,11,1,2022,123.50756,741.04535,0,339382.9787234044,12.734884,2,1,4,4,1,4,2,4,2,2,4,2,2,2,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,.16666667,44,6,1,2,2,0,1,2,1,1,0,6,816163,338225,2,1,1,0,1349961.5
20616_20_1,20616,20,1,11,1,2022,123.50756,370.52267,0,1027141.134751774,13.84229,4.5,1,4,5,1,6,2,11,7,3,2,2,1,4,,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,.33333334,69,6,1,5,1,0,2,2,0,0,0,3,816163,338225,3,0,0,0,1349961.5
20616_26_1,20616,26,1,11,1,2022,123.50756,370.52267,0,1036550.465679017,13.851409,2,1,4,5,1,4,2,11,7,3,2,1,1,5,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,.33333334,61,6,2,9,1,0,3,2,0,0,0,3,816163,338225,3,0,0,0,1349961.5
20616_27_1,20616,27,1,11,1,2022,123.50756,370.52267,0,1289058.005106384,14.069423,3,1,4,3,1,1,2,1,2,3,2,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,.33333334,.33333334,66,6,1,4,1,0,2,2,0,0,1,3,816163,338225,3,0,0,0,1349961.5
20616_2_1,20616,2,1,11,1,2022,123.50756,617.53778,0,1731236.085106384,14.364347,3.3333333,1,4,5,1,2,2,2,2,2,2,2,6,4,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,.2,38,9,1,4,1,0,2,3,1,1,0,5,816163,338225,3,0,0,0,1349961.5
20616_36_1,20616,36,1,11,1,2022,123.50756,864.55292,0,1514170.212765958,14.230378,2.4000001,1,4,5,1,3,2,3,2,3,2,2,1,4,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,.5714286,.14285715,55,6,1,4,1,0,4,5,1,0,4,7,816163,338225,3,0,0,0,1349961.5
20616_46_1,20616,46,1,11,1,2022,123.50756,494.03024,0,3106659.574468087,14.949059,1,1,4,5,1,2,2,2,2,3,2,2,1,2,1,1,0,1,1,1,0,0,,,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,.25,43,16,2,1,1,1,3,2,0,1,4,4,816163,338225,3,0,0,0,1349961.5
20616_52_1,20616,52,1,11,1,2022,123.50756,247.01512,0,1827446.808510639,14.41843,2.5,1,4,4,1,2,2,2,2,2,4,1,6,5,1,1,0,1,1,0,0,0,,,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,.5,29,6,1,3,5,0,2,2,0,0,0,2,816163,338225,3,0,0,0,1349961.5
20616_5_1,20616,5,1,11,1,2022,123.50756,494.03024,0,614561.5585106387,13.328665,1,1,4,4,1,2,1,2,1,3,2,2,1,2,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,.25,42,9,2,9,1,0,2,1,0,1,0,4,816163,338225,2,1,1,0,1349961.5
20639_13_1,20639,13,1,11,1,2022,108.16399,1297.9679,0,1135932.25230898,13.942965,2.2,1,4,5,1,4,2,4,2,2,3,2,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,.083333336,59,12,3,9,1,0,7,5,1,2,0,12,816163,338225,3,0,0,0,1349961.5
20639_1_1,20639,1,1,11,1,2022,108.16399,540.82001,0,618136.0201511312,13.334464,3,1,4,4,1,4,2,4,2,3,3,2,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,.2,59,7,2,2,1,0,2,2,1,1,0,5,816163,338225,2,1,1,0,1349961.5
20639_23_1,20639,23,1,11,1,2022,108.16399,108.16399,0,3605793.450881599,15.098052,2,1,4,4,1,1,1,1,1,2,2,2,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,36,10,2,2,5,0,1,1,0,0,0,1,816163,338225,3,0,0,0,1349961.5
20639_33_1,20639,33,1,11,1,2022,108.16399,432.65598,0,3090680.100755657,14.943902,1,1,4,5,1,1,2,1,2,2,4,2,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,.25,39,17,3,1,1,0,3,2,0,1,0,4,816163,338225,3,0,0,0,1349961.5
20639_37_1,20639,37,1,11,1,2022,108.16399,108.16399,0,4017884.130982353,15.206266,2,1,4,5,1,1,2,1,2,3,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,71,7,3,2,4,1,2,1,0,0,1,1,816163,338225,3,0,0,0,1349961.5
20639_39_1,20639,39,1,11,1,2022,108.16399,432.65598,0,2266498.740554148,14.633747,2,1,1,3,1,1,2,1,2,3,2,2,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,.75,.25,73,12,2,9,4,1,4,2,0,1,3,4,816163,338225,3,0,0,0,1349961.5
20639_44_1,20639,44,1,11,1,2022,108.16399,540.82001,0,4187799.482105791,15.247686,2,1,4,4,1,1,2,1,2,3,2,2,1,2,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,.80000001,.2,45,16,2,2,1,1,1,3,0,0,4,5,816163,338225,3,0,0,0,1349961.5
20639_50_1,20639,50,1,11,1,2022,108.16399,324.49197,0,776194.8525782271,13.562159,4,1,4,4,3,1,2,1,2,3,3,2,1,3,1,1,0,1,1,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.33333334,74,6,1,9,5,0,3,1,0,0,0,3,816163,338225,2,1,1,0,1349961.5
20639_53_1,20639,53,1,11,1,2022,108.16399,108.16399,0,3966372.795969759,15.193362,1,1,4,5,1,1,2,1,2,3,2,2,3,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,45,9,2,1,5,0,2,1,0,0,0,1,816163,338225,3,0,0,0,1349961.5
20639_55_1,20639,55,1,11,1,2022,108.16399,108.16399,0,3451259.445843816,15.05425,2,1,4,5,1,1,2,1,2,3,4,2,3,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,60,6,2,2,5,1,3,1,0,0,1,1,816163,338225,3,0,0,0,1349961.5
20639_57_1,20639,57,1,11,1,2022,108.16399,324.49197,0,1682703.610411413,14.335913,2,1,4,3,1,2,2,2,2,3,4,2,6,3,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,.33333334,.33333334,47,14,3,2,5,0,2,2,0,0,1,3,816163,338225,3,0,0,0,1349961.5
20639_6_1,20639,6,1,11,1,2022,108.16399,648.98395,0,1576819.199552191,14.27092,3.5,1,4,5,1,4,2,4,2,2,4,2,1,4,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,.66666669,.16666667,45,17,2,4,1,0,2,4,1,1,4,6,816163,338225,3,0,0,0,1349961.5
20663_1_1,20663,1,1,11,1,2022,129.25914,517.03656,0,781452.9752396161,13.568911,4,1,4,5,4,1,2,1,2,3,2,2,1,4,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,.25,44,15,2,4,2,0,3,1,0,1,0,4,816163,338225,2,1,1,0,1349961.5
20663_30_1,20663,30,1,11,1,2022,129.25914,646.29572,0,3724121.405750796,15.130342,1.5,1,4,5,1,1,2,1,2,2,2,2,1,2,1,1,0,1,1,1,0,0,,,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,.40000001,.2,47,16,2,1,2,1,3,4,0,0,2,5,816163,338225,3,0,0,0,1349961.5
20663_31_1,20663,31,1,11,1,2022,129.25914,129.25914,0,1785002.353948624,14.39493,,1,4,5,1,1,2,1,2,2,3,5,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,55,6,2,9,5,0,1,0,0,0,0,1,816163,338225,3,0,0,0,1349961.5
20663_39_1,20663,39,1,11,1,2022,129.25914,646.29572,0,2238125.681863851,14.621149,2.3333333,1,4,5,6,1,2,11,7,3,2,2,1,4,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,.80000001,.2,33,16,3,1,1,1,3,3,1,1,4,5,816163,338225,3,0,0,0,1349961.5
20663_40_1,20663,40,1,11,1,2022,129.25914,517.03656,0,1053534.345047923,13.867661,1,1,4,5,1,1,2,1,2,3,2,4,4,2,1,1,0,1,1,0,0,0,,,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,.75,.25,27,13,2,9,1,1,2,1,1,1,3,4,816163,338225,3,0,0,0,1349961.5
20663_43_1,20663,43,1,11,1,2022,129.25914,258.51828,0,1764057.507987219,14.383127,3,1,4,5,1,1,2,1,2,2,4,2,1,3,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,.5,63,5,1,4,4,1,2,2,0,0,2,2,816163,338225,3,0,0,0,1349961.5
20663_47_1,20663,47,1,11,1,2022,129.25914,775.55481,0,934297.1246006383,13.74755,2,1,4,5,1,1,2,1,2,2,3,2,1,4,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,.5,.16666667,81,3,1,9,2,0,3,1,0,2,3,6,816163,338225,3,0,0,0,1349961.5
20663_48_1,20663,48,1,11,1,2022,129.25914,129.25914,0,2735922.52396166,14.82198,4,1,4,4,1,1,1,1,1,2,7,2,1,1,1,1,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,6,2,4,5,0,1,1,0,0,0,1,816163,338225,3,0,0,0,1349961.5
20663_4_1,20663,4,1,11,1,2022,129.25914,517.03656,0,2236716.644074138,14.62052,3,1,4,5,1,1,2,1,2,3,2,2,1,4,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,.25,.25,43,17,2,4,5,0,2,2,1,0,1,4,816163,338225,3,0,0,0,1349961.5
20663_50_1,20663,50,1,11,1,2022,129.25914,387.7774,0,3038099.041533543,14.926743,2.5,1,4,5,1,1,2,1,2,3,2,2,1,2,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,.33333334,.33333334,57,6,1,3,2,0,2,2,0,0,1,3,816163,338225,3,0,0,0,1349961.5
20663_53_1,20663,53,1,11,1,2022,129.25914,258.51828,0,1470047.923322683,14.200806,3,1,4,5,1,1,2,1,2,2,2,2,1,2,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,.5,57,12,2,3,1,0,2,1,0,0,0,2,816163,338225,3,0,0,0,1349961.5
