hhid,upm,nvivi,nhoga,dpto,area,año,fex_2022,facpob,dominio,ipcm,lnipcm,tipo_empleo,tipo_vivienda,tipo_pared,tipo_piso,tipo_techo,tipo_agua_proveedor,tipo_agua_vivienda,tipo_agua_proveedor_beber,tipo_agua_fuente_beber,tipo_banho_desague,tipo_combustible,tipo_basura,tipo_vivienda_propiedad,tipo_hogar,tiene_agua_24hrs,tiene_luz_electrica,tiene_linea_fija,tiene_celular,tiene_banho,tiene_computadora,tiene_tableta,tiene_internet,tiene_internet_cablewifi,tiene_internet_modem,tiene_radio,tiene_televisor,tiene_heladera,tiene_cocina_gas,tiene_cocina_elec,tiene_lavarropas,tiene_videoDVD,tiene_termocalefon,tiene_acondicionador_aire,tiene_antena_parabolica,tiene_tv_cable,tiene_horno_microondas,tiene_horno_electrico,tiene_auto_camion,tiene_motocicleta,tiene_seguro,jefe,jefe_edad,jefe_anios_estudio,jefe_idioma,jefe_tipo_empleo,jefe_estado_civil,jefe_tiene_seguro,nro_dormitorios,nro_trabajo,nro_5menos,nro_6a14,nro_tiene_seguro,totpers,linea_pobreza_total,linea_pobreza_extrema,pobrezai,pobnopoi,pob_total,pob_ext,ipcm_median
10114_63_1,10114,63,1,6,1,2022,60.877197,182.63159,1,1192100.315860221,13.991227,2,1,4,1,3,7,4,7,4,6,4,2,1,4,,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,.33333334,69,6,1,9,4,0,2,1,0,0,0,3,816163,338225,3,0,0,0,1349961.5
10114_72_1,10114,72,1,6,1,2022,60.877197,60.877197,1,1484274.193548394,14.210437,2,3,4,5,1,2,2,2,2,2,4,2,4,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,21,13,2,2,5,0,1,1,0,0,0,1,816163,338225,3,0,0,0,1349961.5
10114_81_1,10114,81,1,6,1,2022,60.877197,243.50879,1,3766126.677419373,15.141558,1,1,4,6,4,2,2,11,7,2,2,2,1,2,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,.25,36,18,3,1,2,1,2,2,0,2,4,4,816163,338225,3,0,0,0,1349961.5
10114_83_1,10114,83,1,6,1,2022,60.877197,243.50879,1,2589233.870967755,14.766872,3,1,4,5,1,2,2,2,2,2,2,2,1,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,.25,39,12,2,4,1,0,3,4,0,0,0,4,816163,338225,3,0,0,0,1349961.5
10114_96_1,10114,96,1,6,1,2022,60.877197,243.50879,1,1312015.927419361,14.087075,2.6666667,1,4,5,4,2,2,2,2,2,2,2,1,2,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,.5,.25,51,12,2,1,1,1,2,3,0,0,2,4,816163,338225,3,0,0,0,1349961.5
10114_99_1,10114,99,1,6,1,2022,60.877197,121.75439,1,978177.7584677468,13.793447,4,1,4,5,4,2,2,2,2,2,2,2,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,.5,54,6,1,4,4,0,2,2,0,0,0,2,816163,338225,3,0,0,0,1349961.5
10127_13_1,10127,13,1,6,6,2022,241.02985,723.08954,6,954888.2472089315,13.76935,2,1,3,4,4,2,2,2,2,2,4,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,.33333334,.33333334,32,12,2,2,2,1,1,1,1,0,1,3,589563,308878,3,0,0,0,1349961.5
10127_14_1,10127,14,1,6,6,2022,241.02985,723.08954,6,854529.5055821371,13.658306,2,1,4,5,1,2,2,2,2,2,4,1,2,2,1,1,0,1,1,0,0,0,,,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,.33333334,32,12,2,2,2,1,2,1,1,0,3,3,589563,308878,3,0,0,0,1349961.5
10127_15_1,10127,15,1,6,6,2022,241.02985,482.05969,6,2819539.673046252,14.852084,2,1,3,5,4,2,2,11,7,3,4,2,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,.5,35,17,1,2,5,1,1,1,1,0,2,2,589563,308878,3,0,0,0,1349961.5
10127_17_1,10127,17,1,6,6,2022,241.02985,723.08954,6,1637304.625199362,14.308562,5,1,4,4,4,2,2,2,2,3,2,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,.33333334,44,3,2,4,1,0,2,2,0,1,0,3,589563,308878,3,0,0,0,1349961.5
10127_22_1,10127,22,1,6,6,2022,241.02985,964.11938,6,714282.2966507177,13.479033,2,1,4,4,1,2,2,2,2,2,4,2,2,4,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,.25,.25,29,13,2,9,2,0,3,1,1,0,1,4,589563,308878,3,0,0,0,1349961.5
10127_24_1,10127,24,1,6,6,2022,241.02985,964.11938,6,1899551.270334929,14.457129,1,1,4,4,4,2,2,2,2,2,4,2,1,3,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,.25,40,16,3,1,3,1,3,1,0,2,4,4,589563,308878,3,0,0,0,1349961.5
10127_39_1,10127,39,1,6,6,2022,241.02985,482.05969,6,1281794.258373206,14.063771,2,1,3,1,4,2,1,2,1,7,4,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,.5,.5,23,15,2,2,2,1,1,1,0,0,1,2,589563,308878,3,0,0,0,1349961.5
10127_3_1,10127,3,1,6,6,2022,241.02985,964.11938,6,444078.7822966508,13.003757,4,1,4,5,1,2,2,2,2,2,4,1,2,3,1,1,0,1,1,0,0,0,,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,.25,26,7,2,4,5,0,2,1,2,1,0,4,589563,308878,2,1,1,0,1349961.5
10127_57_1,10127,57,1,6,6,2022,241.02985,482.05969,6,1232870.813397129,14.024856,1.5,1,4,5,1,2,2,2,2,3,4,2,2,3,1,1,0,1,1,0,0,0,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,.5,43,5,3,1,5,0,2,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10127_62_1,10127,62,1,6,6,2022,241.02985,241.02985,6,1242655.502392344,14.032762,,1,4,5,1,2,2,2,2,2,4,2,1,1,1,1,0,0,1,0,0,0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,74,4,1,9,5,0,1,0,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10127_64_1,10127,64,1,6,6,2022,241.02985,1928.2388,6,496214.5307017545,13.114763,3,1,4,5,1,2,2,2,2,2,3,2,2,2,1,1,0,1,1,0,0,0,,,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,.125,33,9,1,4,1,0,1,2,2,3,0,8,589563,308878,2,1,1,0,1349961.5
10138_15_1,10138,15,1,6,6,2022,30.919281,123.67712,6,1194410.531914894,13.993163,3.75,1,4,4,4,2,2,2,2,3,1,1,1,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,.25,61,6,1,4,1,0,3,4,0,0,0,4,589563,308878,3,0,0,0,1349961.5
10138_17_1,10138,17,1,6,6,2022,30.919281,123.67712,6,856996.4095744686,13.661189,4.25,1,4,5,1,2,2,2,2,2,2,1,1,4,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,.25,41,9,1,4,1,0,3,4,0,0,0,4,589563,308878,3,0,0,0,1349961.5
10138_19_1,10138,19,1,6,6,2022,30.919281,216.43497,6,294348.0516717326,12.592518,4.5,1,4,4,4,2,2,2,2,6,1,7,1,2,0,1,0,1,1,0,0,0,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.14285715,49,6,1,4,1,0,2,2,1,3,0,7,589563,308878,1,1,1,1,1349961.5
10138_20_1,10138,20,1,6,6,2022,30.919281,154.59641,6,892815.1563829791,13.702135,5,1,4,4,4,2,2,2,2,2,1,1,1,4,0,1,0,1,1,1,0,0,,,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,.2,.2,69,3,1,4,1,1,3,3,0,1,1,5,589563,308878,3,0,0,0,1349961.5
10138_26_1,10138,26,1,6,6,2022,30.919281,61.838562,6,592529.5972559438,13.292156,4,1,4,1,4,2,2,2,2,3,1,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.5,74,4,1,4,1,0,2,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10138_30_1,10138,30,1,6,6,2022,30.919281,61.838562,6,1377938.40425532,14.136099,2,1,4,4,4,2,1,2,1,6,1,1,1,3,0,1,0,1,1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.5,67,2,1,9,4,0,1,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10138_31_1,10138,31,1,6,6,2022,30.919281,61.838562,6,726196.0340425535,13.495575,4.5,1,4,4,4,2,2,2,2,3,1,1,1,2,0,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,.5,68,6,1,4,1,0,4,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10138_32_1,10138,32,1,6,6,2022,30.919281,92.757843,6,834406.4113475182,13.634476,3,1,4,4,1,2,2,2,2,3,1,1,1,3,1,1,0,1,1,1,0,0,,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,.33333334,54,6,1,4,4,0,3,2,0,1,0,3,589563,308878,3,0,0,0,1349961.5
10138_35_1,10138,35,1,6,6,2022,30.919281,123.67712,6,1268922.500000001,14.053679,2.5,1,4,4,1,2,2,2,2,3,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,.25,68,6,1,4,1,0,3,2,0,0,0,4,589563,308878,3,0,0,0,1349961.5
10138_3_1,10138,3,1,6,6,2022,30.919281,61.838562,6,584521.9148936174,13.278549,4.5,1,4,4,2,2,2,2,2,3,1,1,1,3,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,.5,58,4,1,4,4,0,2,2,0,0,0,2,589563,308878,2,1,1,0,1349961.5
10138_6_1,10138,6,1,6,6,2022,30.919281,92.757843,6,1784377.176963036,14.39458,3,1,4,4,4,2,2,2,2,3,1,1,1,3,1,1,0,1,1,0,0,0,,,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,.33333334,82,3,1,9,4,0,3,2,0,0,0,3,589563,308878,3,0,0,0,1349961.5
10138_8_1,10138,8,1,6,6,2022,30.919281,30.919281,6,1126490.425531915,13.934618,4,1,4,1,1,2,1,2,1,7,2,1,5,1,1,1,0,1,1,0,0,0,,,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,75,3,1,4,5,0,1,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10150_10_1,10150,10,1,6,6,2022,48.935555,48.935555,6,3474514.563106807,15.060966,2,1,3,2,4,2,2,2,2,2,4,4,6,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,64,5,4,2,3,0,2,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10150_14_1,10150,14,1,6,6,2022,48.935555,97.871109,6,579520.0748381896,13.269956,,1,3,1,3,2,1,2,1,7,4,1,1,2,1,1,0,0,1,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,.5,58,6,1,9,1,0,1,0,0,0,0,2,589563,308878,2,1,1,0,1349961.5
10150_22_1,10150,22,1,6,6,2022,48.935555,244.67778,6,249014.7773462791,12.425267,4,1,3,4,2,2,2,2,2,3,1,1,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,.2,45,5,2,4,5,0,2,1,0,4,0,5,589563,308878,1,1,1,1,1349961.5
10150_26_1,10150,26,1,6,6,2022,48.935555,244.67778,6,1825939.997087385,14.417605,1,1,4,5,1,2,2,2,2,3,1,4,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,.60000002,.2,68,12,2,9,1,1,4,2,0,0,3,5,589563,308878,3,0,0,0,1349961.5
10150_29_1,10150,29,1,6,6,2022,48.935555,48.935555,6,2779611.650485446,14.837822,2,1,4,5,3,2,2,2,2,3,2,1,6,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,35,12,2,2,5,0,1,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10150_32_1,10150,32,1,6,6,2022,48.935555,244.67778,6,533594.0653721702,13.18739,4.3333335,1,4,4,2,2,2,2,2,3,1,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,.2,69,3,1,4,1,0,2,3,0,1,0,5,589563,308878,2,1,1,0,1349961.5
10150_35_1,10150,35,1,6,6,2022,48.935555,195.74222,6,340140.0331715221,12.737113,6,1,4,4,4,2,2,2,2,3,1,1,1,3,1,1,0,1,1,0,0,0,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.25,36,7,1,6,5,0,2,1,1,2,0,4,589563,308878,2,1,1,0,1349961.5
10150_3_1,10150,3,1,6,6,2022,48.935555,195.74222,6,226225.5914239489,12.329288,,1,4,4,4,2,1,2,1,7,1,1,1,2,1,1,0,1,1,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25,24,8,1,9,2,0,1,0,1,1,0,4,589563,308878,1,1,1,1,1349961.5
10150_46_1,10150,46,1,6,6,2022,48.935555,195.74222,6,477404.0400485452,13.076118,5,1,1,1,2,2,1,2,1,6,1,1,1,4,1,1,0,1,1,0,0,0,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.25,69,3,1,4,3,0,2,2,2,0,0,4,589563,308878,2,1,1,0,1349961.5
10150_49_1,10150,49,1,6,6,2022,48.935555,244.67778,6,194275.0000000006,12.17703,,1,4,5,4,2,2,2,2,2,1,4,1,4,1,1,0,1,1,0,0,0,,,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,.2,50,8,1,9,1,0,3,0,1,0,0,5,589563,308878,1,1,1,1,1349961.5
10150_50_1,10150,50,1,6,6,2022,48.935555,48.935555,6,1389805.825242723,14.144674,6,1,4,5,4,2,2,2,2,2,7,1,6,1,1,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,78,2,1,6,4,0,3,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10150_7_1,10150,7,1,6,6,2022,48.935555,244.67778,6,448027.1538025904,13.012609,2,1,4,4,4,2,1,2,1,3,4,1,6,3,1,1,0,1,1,0,0,0,,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,.2,25,3,2,2,5,0,1,1,2,2,0,5,589563,308878,2,1,1,0,1349961.5
10162_13_1,10162,13,1,6,6,2022,31.984278,63.968555,6,823544.6570972886,13.621373,4,1,4,5,1,2,2,2,2,2,4,1,1,3,1,1,0,1,1,0,0,0,,,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,.5,78,3,1,9,4,0,4,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10162_1_1,10162,1,1,6,6,2022,31.984278,31.984278,6,507580.7416267943,13.137411,4,1,4,4,1,2,2,2,2,7,4,1,1,1,1,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,59,6,1,4,5,0,1,1,0,0,0,1,589563,308878,2,1,1,0,1349961.5
10162_25_1,10162,25,1,6,6,2022,31.984278,63.968555,6,814410.6927833003,13.61022,4,1,4,5,4,2,2,2,2,6,1,4,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.5,63,4,1,4,1,0,2,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10162_26_1,10162,26,1,6,6,2022,31.984278,63.968555,6,648578.1100478469,13.382538,4,1,4,4,4,2,2,2,2,3,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,62,6,1,4,1,0,2,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10162_27_1,10162,27,1,6,6,2022,31.984278,63.968555,6,716616.09688169,13.482296,4.5,1,4,4,4,2,2,2,2,3,1,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,.5,62,3,1,4,1,0,2,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10162_28_1,10162,28,1,6,6,2022,31.984278,63.968555,6,604979.1666666667,13.312949,4,1,4,5,1,2,2,2,2,3,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,.5,67,3,1,4,1,0,3,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10162_31_1,10162,31,1,6,6,2022,31.984278,63.968555,6,608689.1945773525,13.319063,4,1,3,1,4,2,1,2,1,7,1,1,1,3,1,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,53,0,1,4,1,0,1,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10162_33_1,10162,33,1,6,6,2022,31.984278,159.92139,6,782270.6210526316,13.569956,2,1,4,4,4,2,2,2,2,7,4,1,1,4,1,1,0,1,1,0,0,0,,,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,.2,58,6,1,2,1,0,3,1,1,0,0,5,589563,308878,3,0,0,0,1349961.5
10162_35_1,10162,35,1,6,6,2022,31.984278,191.90567,6,248759.8580542265,12.424243,4,1,4,4,4,2,1,2,1,7,1,1,1,4,1,1,0,1,1,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.16666667,79,6,1,9,1,0,3,1,0,2,0,6,589563,308878,1,1,1,1,1349961.5
10162_36_1,10162,36,1,6,6,2022,31.984278,31.984278,6,940161.8421052633,13.753807,4,1,4,4,1,2,2,2,2,2,1,1,6,1,1,1,0,1,1,0,0,0,,,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,55,6,1,4,5,0,2,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10162_5_1,10162,5,1,6,6,2022,31.984278,31.984278,6,1205318.759968102,14.002254,4,1,4,5,1,6,2,6,2,3,2,1,1,1,,1,0,1,1,0,0,0,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,63,3,1,4,3,0,3,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10162_6_1,10162,6,1,6,6,2022,31.984278,159.92139,6,718750.6379585329,13.48527,4.4000001,1,3,4,4,2,2,2,2,3,1,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.2,60,1,1,5,1,0,3,5,0,0,0,5,589563,308878,3,0,0,0,1349961.5
10175_11_1,10175,11,1,6,6,2022,46.378922,46.378922,6,854587.8594249195,13.658375,,1,4,5,4,2,2,2,2,2,4,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,76,6,1,9,5,0,2,0,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10175_12_1,10175,12,1,6,6,2022,46.378922,324.65247,6,459343.3078502963,13.037553,4,1,4,4,4,2,2,2,2,3,3,1,1,4,1,1,0,1,1,0,0,0,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.14285715,64,3,1,4,1,0,2,3,1,1,0,7,589563,308878,2,1,1,0,1349961.5
10175_1_1,10175,1,1,6,6,2022,46.378922,185.51569,6,669061.9345047919,13.413631,4,1,4,5,4,2,2,2,2,2,1,1,6,2,1,1,0,1,1,0,0,0,,,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,.25,42,6,2,4,1,0,3,2,0,1,0,4,589563,308878,3,0,0,0,1349961.5
10175_26_1,10175,26,1,6,6,2022,46.378922,139.13676,6,835512.9574014903,13.635801,,1,4,5,4,2,2,2,2,3,1,1,1,3,0,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,.66666669,.33333334,38,4,1,9,5,1,3,0,0,1,2,3,589563,308878,3,0,0,0,1349961.5
10175_2_1,10175,2,1,6,6,2022,46.378922,185.51569,6,585977.436102236,13.281036,4.5,1,4,5,4,2,2,2,2,3,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,.25,40,6,2,4,1,0,2,2,1,1,0,4,589563,308878,2,1,1,0,1349961.5
10175_43_1,10175,43,1,6,6,2022,46.378922,139.13676,6,2806865.947816825,14.847579,1,1,4,5,1,2,2,2,2,3,2,1,1,2,0,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,.66666669,.33333334,54,12,2,1,1,0,4,2,0,1,2,3,589563,308878,3,0,0,0,1349961.5
10175_44_1,10175,44,1,6,6,2022,46.378922,278.27353,6,677705.894519043,13.426469,4,1,4,4,4,2,1,2,1,3,4,1,1,4,1,1,0,1,1,0,0,0,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,.16666667,31,11,1,2,2,0,2,2,2,1,0,6,589563,308878,3,0,0,0,1349961.5
10175_47_1,10175,47,1,6,6,2022,46.378922,139.13676,6,900132.1219382314,13.710297,4,1,4,4,1,2,1,2,1,2,2,1,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,.33333334,85,5,1,9,4,0,4,1,0,0,0,3,589563,308878,3,0,0,0,1349961.5
10175_4_1,10175,4,1,6,6,2022,46.378922,185.51569,6,1623218.749999999,14.299922,4.3333335,1,4,5,4,2,2,2,2,3,2,1,1,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,.75,.25,59,15,2,4,1,1,2,3,1,0,3,4,589563,308878,3,0,0,0,1349961.5
10175_51_1,10175,51,1,6,6,2022,46.378922,92.757843,6,1477316.493610223,14.205738,2.5,1,3,5,4,2,2,2,2,2,1,1,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,.5,.5,55,6,1,4,3,0,3,2,0,0,1,2,589563,308878,3,0,0,0,1349961.5
10175_52_1,10175,52,1,6,6,2022,46.378922,231.89461,6,3978929.712460062,15.196524,2.4000001,1,4,5,1,2,2,2,2,2,2,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,.60000002,.2,53,15,2,4,1,1,4,5,0,0,3,5,589563,308878,3,0,0,0,1349961.5
10175_6_1,10175,6,1,6,6,2022,46.378922,92.757843,6,2282302.982428113,14.640696,1,1,4,5,1,2,2,2,2,2,2,1,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,.5,39,15,2,1,3,1,2,1,0,1,2,2,589563,308878,3,0,0,0,1349961.5
10187_12_1,10187,12,1,6,6,2022,40.915562,122.74668,6,652590.7221766455,13.388705,4,1,3,1,2,2,1,2,1,3,3,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,.33333334,57,6,1,4,1,0,2,1,1,0,0,3,589563,308878,3,0,0,0,1349961.5
10187_13_1,10187,13,1,6,6,2022,40.915562,122.74668,6,344445.7752255938,12.749692,4.5,1,3,4,2,2,2,2,2,2,2,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,.33333334,66,6,1,4,1,0,2,2,0,0,0,3,589563,308878,2,1,1,0,1349961.5
10187_21_1,10187,21,1,6,6,2022,40.915562,163.66225,6,1731409.033898819,14.364446,2.5,1,4,5,1,2,2,2,2,3,2,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,.25,39,13,1,1,1,1,2,2,2,0,4,4,589563,308878,3,0,0,0,1349961.5
10187_26_1,10187,26,1,6,6,2022,40.915562,40.915562,6,439436.7321948775,12.993249,,1,3,3,2,2,1,2,1,3,1,1,1,1,1,1,0,0,1,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,11,1,9,3,0,1,0,0,0,0,1,589563,308878,2,1,1,0,1349961.5
10187_27_1,10187,27,1,6,6,2022,40.915562,81.831123,6,783546.2812787618,13.571586,4,1,3,4,4,2,2,2,2,3,2,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,.5,78,2,1,4,1,0,1,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10187_28_1,10187,28,1,6,6,2022,40.915562,40.915562,6,845512.7153404404,13.647698,2,1,3,1,3,2,1,2,1,5,2,1,1,1,1,1,0,1,1,0,0,0,,,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,58,8,1,2,3,0,1,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10187_31_1,10187,31,1,6,6,2022,40.915562,122.74668,6,802174.5966639299,13.595081,4.5,1,3,1,1,2,2,2,2,7,2,1,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,.33333334,47,6,1,4,5,0,2,2,0,1,0,3,589563,308878,3,0,0,0,1349961.5
10187_32_1,10187,32,1,6,6,2022,40.915562,40.915562,6,1917731.94397545,14.466654,4,1,3,3,2,2,2,2,2,3,4,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,61,5,1,4,4,0,1,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10187_6_1,10187,6,1,6,6,2022,40.915562,122.74668,6,515527.8917145186,13.152946,4,1,3,4,2,2,2,2,2,6,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.33333334,46,6,1,4,1,0,1,1,0,1,0,3,589563,308878,2,1,1,0,1349961.5
10187_7_1,10187,7,1,6,6,2022,40.915562,163.66225,6,239268.3552091871,12.385341,4,1,4,4,2,2,2,2,2,5,3,1,1,2,0,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,.25,32,9,1,4,2,0,2,2,0,1,0,4,589563,308878,1,1,1,1,1349961.5
10187_8_1,10187,8,1,6,6,2022,40.915562,40.915562,6,1063360.78498376,13.876945,4,1,3,4,4,2,1,2,1,3,1,1,1,1,1,1,0,1,1,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,1,4,5,0,1,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10199_14_1,10199,14,1,6,6,2022,45.666245,136.99873,6,1085801.707248807,13.897829,2,1,4,4,4,2,2,2,2,2,2,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,.33333334,79,0,1,9,4,0,3,1,0,0,0,3,589563,308878,3,0,0,0,1349961.5
